crop,yield,rainfall,temperature
Maize,43667,1761,18.18
Maize,43667,1761,18.18
Maize,43667,1761,28.18
Maize,43667,1761,20.72
Maize,43667,1761,27.56
Maize,43667,1761,19.01
Maize,43667,1761,26.3
Maize,43667,1761,24.95
Maize,43667,1761,25.78
Potatoes,258859,1761,22.12
Potatoes,258859,1761,20.72
Potatoes,258859,1761,18.18
Potatoes,258859,1761,18.18
Potatoes,258859,1761,28.18
Potatoes,258859,1761,20.72
Potatoes,258859,1761,27.56
Potatoes,258859,1761,19.01
Potatoes,258859,1761,26.3
Potatoes,258859,1761,24.95
Potatoes,258859,1761,25.78
Rice,41271,1761,22.12
Rice,41271,1761,20.72
Rice,41271,1761,18.18
Rice,41271,1761,18.18
Rice,41271,1761,28.18
Rice,41271,1761,20.72
Rice,41271,1761,27.56
Rice,41271,1761,19.01
Rice,41271,1761,26.3
Rice,41271,1761,24.95
Rice,41271,1761,25.78
Sorghum,23172,1761,22.12
Sorghum,23172,1761,20.72
Sorghum,23172,1761,18.18
Sorghum,23172,1761,18.18
Sorghum,23172,1761,28.18
Sorghum,23172,1761,20.72
Sorghum,23172,1761,27.56
Sorghum,23172,1761,19.01
Sorghum,23172,1761,26.3
Sorghum,23172,1761,24.95
Sorghum,23172,1761,25.78
Soybeans,29475,1761,22.12
Soybeans,29475,1761,20.72
Soybeans,29475,1761,18.18
Soybeans,29475,1761,18.18
Soybeans,29475,1761,28.18
Soybeans,29475,1761,20.72
Soybeans,29475,1761,27.56
Soybeans,29475,1761,19.01
Soybeans,29475,1761,26.3
Soybeans,29475,1761,24.95
Soybeans,29475,1761,25.78
Spotatoes,118459,1761,22.12
Spotatoes,118459,1761,20.72
Spotatoes,118459,1761,18.18
Spotatoes,118459,1761,18.18
Spotatoes,118459,1761,28.18
Spotatoes,118459,1761,20.72
Spotatoes,118459,1761,27.56
Spotatoes,118459,1761,19.01
Spotatoes,118459,1761,26.3
Spotatoes,118459,1761,24.95
Spotatoes,118459,1761,25.78
Wheat,28288,1761,22.12
Wheat,28288,1761,20.72
Wheat,28288,1761,18.18
Wheat,28288,1761,18.18
Wheat,28288,1761,28.18
Wheat,28288,1761,20.72
Wheat,28288,1761,27.56
Wheat,28288,1761,19.01
Wheat,28288,1761,26.3
Wheat,28288,1761,24.95
Wheat,28288,1761,25.78
Yams,95332,1761,22.12
Yams,95332,1761,20.72
Yams,95332,1761,18.18
Yams,95332,1761,18.18
Yams,95332,1761,28.18
Yams,95332,1761,20.72
Yams,95332,1761,27.56
Yams,95332,1761,19.01
Yams,95332,1761,26.3
Yams,95332,1761,24.95
Yams,95332,1761,25.78
Cassava,146230,1761,21.74
Cassava,146230,1761,20.33
Cassava,146230,1761,18.01
Cassava,146230,1761,18.01
Cassava,146230,1761,27.36
Cassava,146230,1761,20.33
Cassava,146230,1761,27.29
Cassava,146230,1761,18.82
Cassava,146230,1761,25.89
Cassava,146230,1761,24.32
Cassava,146230,1761,25.28
Maize,42107,1761,21.74
Maize,42107,1761,20.33
Maize,42107,1761,18.01
Maize,42107,1761,18.01
Maize,42107,1761,27.36
Maize,42107,1761,20.33
Maize,42107,1761,27.29
Maize,42107,1761,18.82
Maize,42107,1761,25.89
Maize,42107,1761,24.32
Maize,42107,1761,25.28
Potatoes,262528,1761,21.74
Potatoes,262528,1761,20.33
Potatoes,262528,1761,18.01
Potatoes,262528,1761,18.01
Potatoes,262528,1761,27.36
Potatoes,262528,1761,20.33
Potatoes,262528,1761,27.29
Potatoes,262528,1761,18.82
Potatoes,262528,1761,25.89
Potatoes,262528,1761,24.32
Potatoes,262528,1761,25.28
Rice,48956,1761,21.74
Rice,48956,1761,20.33
Rice,48956,1761,18.01
Rice,48956,1761,18.01
Rice,48956,1761,27.36
Rice,48956,1761,20.33
Rice,48956,1761,27.29
Rice,48956,1761,18.82
Rice,48956,1761,25.89
Rice,48956,1761,24.32
Rice,48956,1761,25.28
Sorghum,25497,1761,21.74
Sorghum,25497,1761,20.33
Sorghum,25497,1761,18.01
Sorghum,25497,1761,18.01
Sorghum,25497,1761,27.36
Sorghum,25497,1761,20.33
Sorghum,25497,1761,27.29
Sorghum,25497,1761,18.82
Sorghum,25497,1761,25.89
Sorghum,25497,1761,24.32
Sorghum,25497,1761,25.28
Soybeans,31214,1761,21.74
Soybeans,31214,1761,20.33
Soybeans,31214,1761,18.01
Soybeans,31214,1761,18.01
Soybeans,31214,1761,27.36
Soybeans,31214,1761,20.33
Soybeans,31214,1761,27.29
Soybeans,31214,1761,18.82
Soybeans,31214,1761,25.89
Soybeans,31214,1761,24.32
Soybeans,31214,1761,25.28
Spotatoes,124266,1761,21.74
Spotatoes,124266,1761,20.33
Spotatoes,124266,1761,18.01
Spotatoes,124266,1761,18.01
Spotatoes,124266,1761,27.36
Spotatoes,124266,1761,20.33
Spotatoes,124266,1761,27.29
Spotatoes,124266,1761,18.82
Spotatoes,124266,1761,25.89
Spotatoes,124266,1761,24.32
Spotatoes,124266,1761,25.28
Wheat,26602,1761,21.74
Wheat,26602,1761,20.33
Wheat,26602,1761,18.01
Wheat,26602,1761,18.01
Wheat,26602,1761,27.36
Wheat,26602,1761,20.33
Wheat,26602,1761,27.29
Wheat,26602,1761,18.82
Wheat,26602,1761,25.89
Wheat,26602,1761,24.32
Wheat,26602,1761,25.28
Yams,96414,1761,21.74
Yams,96414,1761,20.33
Yams,96414,1761,18.01
Yams,96414,1761,18.01
Yams,96414,1761,27.36
Yams,96414,1761,20.33
Yams,96414,1761,27.29
Yams,96414,1761,18.82
Yams,96414,1761,25.89
Yams,96414,1761,24.32
Yams,96414,1761,25.28
Cassava,136118,1761,22.16
Cassava,136118,1761,21.02
Cassava,136118,1761,18.8
Cassava,136118,1761,18.8
Cassava,136118,1761,28.21
Cassava,136118,1761,21.02
Cassava,136118,1761,27.34
Cassava,136118,1761,19.72
Cassava,136118,1761,26.13
Cassava,136118,1761,24.84
Cassava,136118,1761,25.65
Maize,50057,1761,22.16
Maize,50057,1761,21.02
Maize,50057,1761,18.8
Maize,50057,1761,18.8
Maize,50057,1761,28.21
Maize,50057,1761,21.02
Maize,50057,1761,27.34
Maize,50057,1761,19.72
Maize,50057,1761,26.13
Maize,50057,1761,24.84
Maize,50057,1761,25.65
Potatoes,274457,1761,22.16
Potatoes,274457,1761,21.02
Potatoes,274457,1761,18.8
Potatoes,274457,1761,18.8
Potatoes,274457,1761,28.21
Potatoes,274457,1761,21.02
Potatoes,274457,1761,27.34
Potatoes,274457,1761,19.72
Potatoes,274457,1761,26.13
Potatoes,274457,1761,24.84
Potatoes,274457,1761,25.65
Rice,47860,1761,22.16
Rice,47860,1761,21.02
Rice,47860,1761,18.8
Rice,47860,1761,18.8
Rice,47860,1761,28.21
Rice,47860,1761,21.02
Rice,47860,1761,27.34
Rice,47860,1761,19.72
Rice,47860,1761,26.13
Rice,47860,1761,24.84
Rice,47860,1761,25.65
Sorghum,29317,1761,22.16
Sorghum,29317,1761,21.02
Sorghum,29317,1761,18.8
Sorghum,29317,1761,18.8
Sorghum,29317,1761,28.21
Sorghum,29317,1761,21.02
Sorghum,29317,1761,27.34
Sorghum,29317,1761,19.72
Sorghum,29317,1761,26.13
Sorghum,29317,1761,24.84
Sorghum,29317,1761,25.65
Soybeans,26366,1761,22.16
Soybeans,26366,1761,21.02
Soybeans,26366,1761,18.8
Soybeans,26366,1761,18.8
Soybeans,26366,1761,28.21
Soybeans,26366,1761,21.02
Soybeans,26366,1761,27.34
Soybeans,26366,1761,19.72
Soybeans,26366,1761,26.13
Soybeans,26366,1761,24.84
Soybeans,26366,1761,25.65
Spotatoes,121926,1761,22.16
Spotatoes,121926,1761,21.02
Spotatoes,121926,1761,18.8
Spotatoes,121926,1761,18.8
Spotatoes,121926,1761,28.21
Spotatoes,121926,1761,21.02
Spotatoes,121926,1761,27.34
Spotatoes,121926,1761,19.72
Spotatoes,121926,1761,26.13
Spotatoes,121926,1761,24.84
Spotatoes,121926,1761,25.65
Wheat,23100,1761,22.16
Wheat,23100,1761,21.02
Wheat,23100,1761,18.8
Wheat,23100,1761,18.8
Wheat,23100,1761,28.21
Wheat,23100,1761,21.02
Wheat,23100,1761,27.34
Wheat,23100,1761,19.72
Wheat,23100,1761,26.13
Wheat,23100,1761,24.84
Wheat,23100,1761,25.65
Yams,97619,1761,22.16
Yams,97619,1761,21.02
Yams,97619,1761,18.8
Yams,97619,1761,18.8
Yams,97619,1761,28.21
Yams,97619,1761,21.02
Yams,97619,1761,27.34
Yams,97619,1761,19.72
Yams,97619,1761,26.13
Yams,97619,1761,24.84
Yams,97619,1761,25.65
Cassava,140795,1761,21.59
Cassava,140795,1761,20.07
Cassava,140795,1761,17.57
Cassava,140795,1761,17.57
Cassava,140795,1761,27.71
Cassava,140795,1761,20.07
Cassava,140795,1761,27.11
Cassava,140795,1761,17.84
Cassava,140795,1761,26.4
Cassava,140795,1761,25.19
Cassava,140795,1761,26.14
Maize,52536,1761,21.59
Maize,52536,1761,20.07
Maize,52536,1761,17.57
Maize,52536,1761,17.57
Maize,52536,1761,27.71
Maize,52536,1761,20.07
Maize,52536,1761,27.11
Maize,52536,1761,17.84
Maize,52536,1761,26.4
Maize,52536,1761,25.19
Maize,52536,1761,26.14
Potatoes,277517,1761,21.59
Potatoes,277517,1761,20.07
Potatoes,277517,1761,17.57
Potatoes,277517,1761,17.57
Potatoes,277517,1761,27.71
Potatoes,277517,1761,20.07
Potatoes,277517,1761,27.11
Potatoes,277517,1761,17.84
Potatoes,277517,1761,26.4
Potatoes,277517,1761,25.19
Potatoes,277517,1761,26.14
Rice,50071,1761,21.59
Rice,50071,1761,20.07
Rice,50071,1761,17.57
Rice,50071,1761,17.57
Rice,50071,1761,27.71
Rice,50071,1761,20.07
Rice,50071,1761,27.11
Rice,50071,1761,17.84
Rice,50071,1761,26.4
Rice,50071,1761,25.19
Rice,50071,1761,26.14
Sorghum,26817,1761,21.59
Sorghum,26817,1761,20.07
Sorghum,26817,1761,17.57
Sorghum,26817,1761,17.57
Sorghum,26817,1761,27.71
Sorghum,26817,1761,20.07
Sorghum,26817,1761,27.11
Sorghum,26817,1761,17.84
Sorghum,26817,1761,26.4
Sorghum,26817,1761,25.19
Sorghum,26817,1761,26.14
Soybeans,29285,1761,21.59
Soybeans,29285,1761,20.07
Soybeans,29285,1761,17.57
Soybeans,29285,1761,17.57
Soybeans,29285,1761,27.71
Soybeans,29285,1761,20.07
Soybeans,29285,1761,27.11
Soybeans,29285,1761,17.84
Soybeans,29285,1761,26.4
Soybeans,29285,1761,25.19
Soybeans,29285,1761,26.14
Spotatoes,130913,1761,21.59
Spotatoes,130913,1761,20.07
Spotatoes,130913,1761,17.57
Spotatoes,130913,1761,17.57
Spotatoes,130913,1761,27.71
Spotatoes,130913,1761,20.07
Spotatoes,130913,1761,27.11
Spotatoes,130913,1761,17.84
Spotatoes,130913,1761,26.4
Spotatoes,130913,1761,25.19
Spotatoes,130913,1761,26.14
Wheat,27491,1761,21.59
Wheat,27491,1761,20.07
Wheat,27491,1761,17.57
Wheat,27491,1761,17.57
Wheat,27491,1761,27.71
Wheat,27491,1761,20.07
Wheat,27491,1761,27.11
Wheat,27491,1761,17.84
Wheat,27491,1761,26.4
Wheat,27491,1761,25.19
Wheat,27491,1761,26.14
Yams,96078,1761,21.59
Yams,96078,1761,20.07
Yams,96078,1761,17.57
Yams,96078,1761,17.57
Yams,96078,1761,27.71
Yams,96078,1761,20.07
Yams,96078,1761,27.11
Yams,96078,1761,17.84
Yams,96078,1761,26.4
Yams,96078,1761,25.19
Yams,96078,1761,26.14
Maize,28771,608,9.51
Potatoes,104986,608,9.51
Rice,23785,608,9.51
Sorghum,17778,608,9.51
Soybeans,8830,608,9.51
Wheat,45514,608,9.51
Maize,49551,608,8.14
Potatoes,117017,608,8.14
Rice,25397,608,8.14
Sorghum,17897,608,8.14
Soybeans,18800,608,8.14
Wheat,37480,608,8.14
Maize,28128,608,9.07
Potatoes,118262,608,9.07
Rice,32042,608,9.07
Sorghum,17965,608,9.07
Soybeans,8070,608,9.07
Wheat,31071,608,9.07
Maize,18609,608,9
Potatoes,90807,608,9
Rice,34761,608,9
Sorghum,17297,608,9
Soybeans,6742,608,9
Wheat,28580,608,9
Maize,28056,608,10.23
Potatoes,105070,608,10.23
Rice,37195,608,10.23
Sorghum,17368,608,10.23
Soybeans,9402,608,10.23
Wheat,28447,608,10.23
Maize,38237,608,8.69
Potatoes,116617,608,8.69
Rice,36116,608,8.69
Sorghum,14583,608,8.69
Soybeans,9043,608,8.69
Wheat,29085,608,8.69
Maize,21810,608,8.44
Potatoes,80623,608,8.44
Rice,33891,608,8.44
Sorghum,13158,608,8.44
Soybeans,5742,608,8.44
Wheat,18818,608,8.44
Maize,35782,608,8.26
Potatoes,104537,608,8.26
Rice,29871,608,8.26
Sorghum,25429,608,8.26
Soybeans,9750,608,8.26
Wheat,29502,608,8.26
Maize,27318,608,9.16
Potatoes,94041,608,9.16
Rice,31467,608,9.16
Sorghum,23235,608,9.16
Soybeans,5379,608,9.16
Wheat,28058,608,9.16
Maize,38239,608,9.67
Potatoes,108475,608,9.67
Rice,49400,608,9.67
Sorghum,27500,608,9.67
Soybeans,8333,608,9.67
Wheat,27352,608,9.67
Maize,17239,608,9.9
Potatoes,75262,608,9.9
Rice,47001,608,9.9
Sorghum,20732,608,9.9
Soybeans,6667,608,9.9
Wheat,28421,608,9.9
Maize,24713,608,9.55
Potatoes,123921,608,9.55
Rice,48001,608,9.55
Sorghum,20698,608,9.55
Soybeans,10000,608,9.55
Wheat,30081,608,9.55
Maize,42364,608,9.6
Potatoes,120894,608,9.6
Rice,43099,608,9.6
Sorghum,21044,608,9.6
Soybeans,14299,608,9.6
Wheat,30123,608,9.6
Maize,55400,608,9.18
Potatoes,186855,608,9.18
Rice,49596,608,9.18
Sorghum,20997,608,9.18
Soybeans,18768,608,9.18
Wheat,38100,608,9.18
Maize,53085,608,8.58
Potatoes,156448,608,8.58
Rice,44801,608,8.58
Sorghum,20400,608,8.58
Soybeans,22239,608,8.58
Wheat,31567,608,8.58
Maize,45328,608,9.08
Potatoes,157758,608,9.08
Rice,44080,608,9.08
Sorghum,22752,608,9.08
Soybeans,15568,608,9.08
Wheat,34026,608,9.08
Maize,61244,608,10.23
Potatoes,133197,608,10.23
Rice,46447,608,10.23
Sorghum,11108,608,10.23
Soybeans,6018,608,10.23
Wheat,21973,608,10.23
Maize,41548,608,9.9
Potatoes,162618,608,9.9
Rice,49621,608,9.9
Sorghum,19316,608,9.9
Soybeans,13358,608,9.9
Wheat,41674,608,9.9
Maize,47071,608,9.74
Potatoes,165508,608,9.74
Rice,52263,608,9.74
Sorghum,24836,608,9.74
Soybeans,9662,608,9.74
Wheat,31873,608,9.74
Maize,62512,608,9.65
Potatoes,181967,608,9.65
Rice,47952,608,9.65
Sorghum,24314,608,9.65
Soybeans,22717,608,9.65
Wheat,36185,608,9.65
Maize,55310,608,9.17
Potatoes,143236,608,9.17
Rice,50563,608,9.17
Sorghum,19536,608,9.17
Soybeans,11565,608,9.17
Wheat,39197,608,9.17
Maize,36800,608,9.99
Potatoes,101515,608,9.99
Rice,55605,608,9.99
Sorghum,20205,608,9.99
Soybeans,7903,608,9.99
Wheat,37596,608,9.99
Maize,63943,608,11.26
Potatoes,146125,608,11.26
Rice,54945,608,11.26
Sorghum,26792,608,11.26
Soybeans,17976,608,11.26
Wheat,41885,608,11.26
Cassava,29600,748,28.77
Maize,14612,748,28.77
Potatoes,61985,748,28.77
Rice,20783,748,28.77
Sorghum,5827,748,28.77
Soybeans,4667,748,28.77
Spotatoes,67598,748,28.77
Yams,66250,748,28.77
Cassava,24558,748,28.4
Maize,16868,748,28.4
Potatoes,61898,748,28.4
Rice,21444,748,28.4
Sorghum,9092,748,28.4
Soybeans,5000,748,28.4
Spotatoes,55862,748,28.4
Yams,60833,748,28.4
Cassava,21429,748,28.06
Maize,15238,748,28.06
Potatoes,60637,748,28.06
Rice,18831,748,28.06
Sorghum,9437,748,28.06
Soybeans,5882,748,28.06
Spotatoes,56904,748,28.06
Yams,11475,748,28.06
Cassava,19455,748,28.58
Maize,13722,748,28.58
Potatoes,62308,748,28.58
Rice,21630,748,28.58
Sorghum,11027,748,28.58
Soybeans,14628,748,28.58
Spotatoes,50965,748,28.58
Yams,59603,748,28.58
Cassava,20000,748,28
Maize,16042,748,28
Potatoes,61538,748,28
Rice,19582,748,28
Sorghum,7793,748,28
Soybeans,9595,748,28
Spotatoes,55351,748,28
Yams,53043,748,28
Cassava,20000,748,28.46
Maize,11441,748,28.46
Potatoes,62500,748,28.46
Rice,19249,748,28.46
Sorghum,8758,748,28.46
Soybeans,27319,748,28.46
Spotatoes,36755,748,28.46
Yams,69212,748,28.46
Cassava,20489,748,28.74
Maize,15521,748,28.74
Potatoes,28605,748,28.74
Rice,23883,748,28.74
Sorghum,9095,748,28.74
Soybeans,10710,748,28.74
Spotatoes,62201,748,28.74
Yams,73799,748,28.74
Cassava,20557,748,28.52
Maize,15185,748,28.52
Potatoes,23981,748,28.52
Rice,15750,748,28.52
Sorghum,6804,748,28.52
Soybeans,9514,748,28.52
Spotatoes,52003,748,28.52
Yams,69169,748,28.52
Cassava,20706,748,28.95
Maize,13919,748,28.95
Potatoes,24321,748,28.95
Rice,19388,748,28.95
Sorghum,8541,748,28.95
Soybeans,10308,748,28.95
Spotatoes,56110,748,28.95
Yams,66929,748,28.95
Cassava,20902,748,28.45
Maize,16241,748,28.45
Potatoes,22000,748,28.45
Rice,24824,748,28.45
Sorghum,8857,748,28.45
Soybeans,13310,748,28.45
Spotatoes,84033,748,28.45
Yams,65350,748,28.45
Cassava,21037,748,28.6
Maize,17543,748,28.6
Potatoes,21233,748,28.6
Rice,25675,748,28.6
Sorghum,8295,748,28.6
Soybeans,8519,748,28.6
Spotatoes,133168,748,28.6
Yams,82928,748,28.6
Cassava,21388,748,28.77
Maize,18115,748,28.77
Potatoes,15852,748,28.77
Rice,18795,748,28.77
Sorghum,9278,748,28.77
Soybeans,13053,748,28.77
Spotatoes,78415,748,28.77
Yams,69481,748,28.77
Cassava,21551,748,28.97
Maize,17381,748,28.97
Potatoes,20527,748,28.97
Rice,19010,748,28.97
Sorghum,9252,748,28.97
Soybeans,11119,748,28.97
Spotatoes,61708,748,28.97
Yams,83373,748,28.97
Cassava,22411,748,28.9
Maize,12666,748,28.9
Potatoes,18849,748,28.9
Rice,15047,748,28.9
Sorghum,9731,748,28.9
Soybeans,11545,748,28.9
Spotatoes,69167,748,28.9
Yams,74208,748,28.9
Cassava,21952,748,29.18
Maize,18058,748,29.18
Potatoes,20000,748,29.18
Rice,17791,748,29.18
Sorghum,10919,748,29.18
Soybeans,17025,748,29.18
Spotatoes,83331,748,29.18
Yams,75306,748,29.18
Cassava,21316,748,28.92
Maize,19444,748,28.92
Potatoes,20000,748,28.92
Rice,25724,748,28.92
Sorghum,11393,748,28.92
Soybeans,11421,748,28.92
Spotatoes,125728,748,28.92
Yams,85482,748,28.92
Cassava,23030,748,28.96
Maize,11736,748,28.96
Potatoes,20000,748,28.96
Rice,17002,748,28.96
Sorghum,9374,748,28.96
Soybeans,11250,748,28.96
Spotatoes,90640,748,28.96
Yams,65200,748,28.96
Cassava,19060,748,28.4
Maize,16662,748,28.4
Potatoes,17954,748,28.4
Rice,24355,748,28.4
Sorghum,9859,748,28.4
Soybeans,27290,748,28.4
Spotatoes,110907,748,28.4
Yams,71895,748,28.4
Cassava,17452,748,29.05
Maize,15286,748,29.05
Potatoes,18111,748,29.05
Rice,23154,748,29.05
Sorghum,9204,748,29.05
Soybeans,14542,748,29.05
Spotatoes,126965,748,29.05
Yams,94186,748,29.05
Cassava,15659,748,29.17
Maize,14342,748,29.17
Potatoes,18998,748,29.17
Rice,20238,748,29.17
Sorghum,10036,748,29.17
Soybeans,12562,748,29.17
Spotatoes,102743,748,29.17
Yams,66518,748,29.17
Cassava,13548,748,29.03
Maize,15356,748,29.03
Potatoes,19159,748,29.03
Rice,17676,748,29.03
Sorghum,8952,748,29.03
Soybeans,8873,748,29.03
Spotatoes,190326,748,29.03
Yams,74827,748,29.03
Cassava,13636,748,28.67
Maize,18386,748,28.67
Potatoes,19320,748,28.67
Rice,23336,748,28.67
Sorghum,10755,748,28.67
Soybeans,10949,748,28.67
Spotatoes,83073,748,28.67
Yams,90785,748,28.67
Cassava,13594,748,29.41
Maize,17353,748,29.41
Potatoes,19481,748,29.41
Rice,21993,748,29.41
Sorghum,10409,748,29.41
Soybeans,13512,748,29.41
Spotatoes,146793,748,29.41
Yams,58594,748,29.41
Cassava,88969,1274,21.15
Maize,13540,1274,21.15
Potatoes,34836,1274,21.15
Rice,33333,1274,21.15
Sorghum,10983,1274,21.15
Soybeans,10000,1274,21.15
Spotatoes,64427,1274,21.15
Wheat,7478,1274,21.15
Yams,57576,1274,21.15
Cassava,89785,1274,20.97
Maize,13887,1274,20.97
Potatoes,32454,1274,20.97
Rice,30923,1274,20.97
Sorghum,11241,1274,20.97
Soybeans,10000,1274,20.97
Spotatoes,64810,1274,20.97
Wheat,7333,1274,20.97
Yams,55714,1274,20.97
Cassava,92046,1274,21.31
Maize,14218,1274,21.31
Potatoes,33357,1274,21.31
Rice,31077,1274,21.31
Sorghum,11517,1274,21.31
Soybeans,8943,1274,21.31
Spotatoes,63418,1274,21.31
Wheat,7120,1274,21.31
Yams,55479,1274,21.31
Cassava,90264,1274,21.17
Maize,14342,1274,21.17
Potatoes,28125,1274,21.17
Rice,31398,1274,21.17
Sorghum,11259,1274,21.17
Soybeans,8694,1274,21.17
Spotatoes,64762,1274,21.17
Wheat,7748,1274,21.17
Yams,55547,1274,21.17
Cassava,87884,1274,21.25
Maize,12276,1274,21.25
Potatoes,29453,1274,21.25
Rice,31099,1274,21.25
Sorghum,9938,1274,21.25
Soybeans,8000,1274,21.25
Spotatoes,60149,1274,21.25
Wheat,8824,1274,21.25
Yams,55734,1274,21.25
Cassava,86870,1274,21.55
Maize,12752,1274,21.55
Potatoes,29691,1274,21.55
Rice,26819,1274,21.55
Sorghum,13168,1274,21.55
Soybeans,8368,1274,21.55
Spotatoes,61230,1274,21.55
Wheat,7440,1274,21.55
Yams,55955,1274,21.55
Cassava,85779,1274,21.18
Maize,13133,1274,21.18
Potatoes,28825,1274,21.18
Rice,27873,1274,21.18
Sorghum,13206,1274,21.18
Soybeans,8305,1274,21.18
Spotatoes,62061,1274,21.18
Wheat,7728,1274,21.18
Yams,56264,1274,21.18
Cassava,86182,1274,21.51
Maize,12608,1274,21.51
Potatoes,32397,1274,21.51
Rice,32551,1274,21.51
Sorghum,12401,1274,21.51
Soybeans,8282,1274,21.51
Spotatoes,61879,1274,21.51
Wheat,7742,1274,21.51
Yams,56226,1274,21.51
Cassava,88820,1274,21.56
Maize,11463,1274,21.56
Potatoes,25950,1274,21.56
Rice,29927,1274,21.56
Sorghum,12487,1274,21.56
Soybeans,8000,1274,21.56
Spotatoes,59048,1274,21.56
Wheat,8148,1274,21.56
Yams,56668,1274,21.56
Cassava,88212,1274,21.01
Maize,11192,1274,21.01
Potatoes,24393,1274,21.01
Rice,32572,1274,21.01
Sorghum,11998,1274,21.01
Soybeans,7778,1274,21.01
Spotatoes,65551,1274,21.01
Wheat,7085,1274,21.01
Yams,58009,1274,21.01
Cassava,89953,1274,21.32
Maize,10521,1274,21.32
Potatoes,25242,1274,21.32
Rice,30399,1274,21.32
Sorghum,12132,1274,21.32
Soybeans,7273,1274,21.32
Spotatoes,62489,1274,21.32
Wheat,6774,1274,21.32
Yams,60175,1274,21.32
Cassava,89591,1274,21.24
Maize,10817,1274,21.24
Potatoes,25757,1274,21.24
Rice,32063,1274,21.24
Sorghum,12559,1274,21.24
Soybeans,7500,1274,21.24
Spotatoes,65072,1274,21.24
Wheat,8667,1274,21.24
Yams,58376,1274,21.24
Cassava,91456,1274,21.45
Maize,10931,1274,21.45
Potatoes,26760,1274,21.45
Rice,32629,1274,21.45
Sorghum,12850,1274,21.45
Soybeans,7500,1274,21.45
Spotatoes,67215,1274,21.45
Wheat,8290,1274,21.45
Yams,58376,1274,21.45
Cassava,79083,1274,21.71
Maize,10807,1274,21.71
Potatoes,28732,1274,21.71
Rice,32924,1274,21.71
Sorghum,13486,1274,21.71
Soybeans,7500,1274,21.71
Spotatoes,66752,1274,21.71
Wheat,8326,1274,21.71
Yams,55067,1274,21.71
Cassava,75230,1274,22.29
Maize,10833,1274,22.29
Potatoes,25483,1274,22.29
Rice,34144,1274,22.29
Sorghum,14042,1274,22.29
Soybeans,7778,1274,22.29
Spotatoes,65368,1274,22.29
Wheat,7387,1274,22.29
Yams,52836,1274,22.29
Cassava,87864,1274,21.83
Maize,10159,1274,21.83
Potatoes,26176,1274,21.83
Rice,33322,1274,21.83
Sorghum,12654,1274,21.83
Soybeans,7895,1274,21.83
Spotatoes,66985,1274,21.83
Wheat,8007,1274,21.83
Yams,56615,1274,21.83
Cassava,87275,1274,21.28
Maize,10244,1274,21.28
Potatoes,34521,1274,21.28
Rice,33767,1274,21.28
Sorghum,12964,1274,21.28
Soybeans,7750,1274,21.28
Spotatoes,66692,1274,21.28
Wheat,8407,1274,21.28
Yams,57103,1274,21.28
Cassava,64718,1274,21.29
Maize,10041,1274,21.29
Potatoes,26273,1274,21.29
Rice,32203,1274,21.29
Sorghum,12874,1274,21.29
Soybeans,7683,1274,21.29
Spotatoes,65947,1274,21.29
Wheat,8431,1274,21.29
Yams,57869,1274,21.29
Cassava,41867,1274,21.42
Maize,10032,1274,21.42
Potatoes,27711,1274,21.42
Rice,32680,1274,21.42
Sorghum,12885,1274,21.42
Soybeans,7619,1274,21.42
Spotatoes,67125,1274,21.42
Wheat,8583,1274,21.42
Yams,55000,1274,21.42
Cassava,40629,1274,21.75
Maize,10511,1274,21.75
Potatoes,42521,1274,21.75
Rice,28268,1274,21.75
Sorghum,10701,1274,21.75
Soybeans,7752,1274,21.75
Spotatoes,77508,1274,21.75
Wheat,7393,1274,21.75
Yams,64079,1274,21.75
Cassava,39948,1274,21.23
Maize,11023,1274,21.23
Potatoes,45493,1274,21.23
Rice,26876,1274,21.23
Sorghum,8205,1274,21.23
Soybeans,7764,1274,21.23
Spotatoes,78801,1274,21.23
Wheat,7129,1274,21.23
Yams,68989,1274,21.23
Cassava,42092,1274,21.44
Maize,11763,1274,21.44
Potatoes,31165,1274,21.44
Rice,21041,1274,21.44
Sorghum,5890,1274,21.44
Soybeans,7283,1274,21.44
Spotatoes,65035,1274,21.44
Wheat,4448,1274,21.44
Yams,90258,1274,21.44
Cassava,68749,1274,21.53
Maize,13218,1274,21.53
Potatoes,62252,1274,21.53
Rice,19130,1274,21.53
Sorghum,6513,1274,21.53
Soybeans,9554,1274,21.53
Spotatoes,104528,1274,21.53
Wheat,7276,1274,21.53
Yams,79279,1274,21.53
Cassava,164386,1604,25.08
Maize,18543,1604,25.08
Plantains,51150,1604,25.08
Potatoes,16142,1604,25.08
Rice,49999,1604,25.08
Sorghum,8489,1604,25.08
Soybeans,6000,1604,25.08
Spotatoes,78150,1604,25.08
Wheat,15000,1604,25.08
Yams,39310,1604,25.08
Cassava,162200,1604,24.99
Maize,19800,1604,24.99
Plantains,53222,1604,24.99
Potatoes,16875,1604,24.99
Rice,36400,1604,24.99
Sorghum,7692,1604,24.99
Soybeans,6034,1604,24.99
Spotatoes,63103,1604,24.99
Wheat,12863,1604,24.99
Yams,50000,1604,24.99
Cassava,136333,1604,24.6
Maize,13974,1604,24.6
Plantains,54632,1604,24.6
Potatoes,20500,1604,24.6
Rice,35000,1604,24.6
Sorghum,7600,1604,24.6
Soybeans,6061,1604,24.6
Spotatoes,62643,1604,24.6
Wheat,12884,1604,24.6
